directorio_hog,ingreso,gasto
22024401,1300000,1062866.66666667
22024601,962000,973166.666666667
22024701,1500000,2110834.33333333
22024801,650000,1001666.66666667
22024901,1998933.33333333,2699498.08333333
22025001,1676666.66666667,1105100
22025101,833000,646825
22025201,623766.666666667,557466.666666667
22025301,1428683.33333333,1338005.33333333
22025801,1476666.66666667,1148375
22025901,400000,1131039.33333333
22026201,600000,1115266.66666667
22026301,500000,699451.583333333
22026401,2008333.33333333,973790
22026701,607666.5,734204.416666667
22026801,1385000,955641.666666667
22026802,886833.333333333,1019999.20833333
22027001,2051332.83333333,2139485.66666667
22027101,700000,463826.666666667
22027201,280000,627219.333333333
22027301,550000,747088
22027401,1046000,1011530.33333333
22027501,650000,667066.666666667
22027601,480000,557000
22027701,1096000,925416.666666667
22027702,689666.666666667,847766.666666667
22027801,300000,886833.333333333
22027901,1528833.25,959533.333333333
22028001,2516166.66666667,915955.416666667
22028101,362500,468139
22028301,2786666.66666667,2430583.33333333
22028401,500000,1126421.33333333
22028501,600000,662666.666666667
22028601,640000,1271333.33333333
22029001,852333.333333333,946251.333333333
22029101,1506166.66666667,1124416.66666667
22029201,400000,1442950
22029301,NA,630000
22029302,1230833.33333333,853666.666666667
22029401,1907666.66666667,1529486.66666667
22029501,1591666.66666667,1378893.66666667
22029601,1950000,1068384.75
22029701,2843333.33333333,2644833.33333333
22029801,1136666.66666667,1104822.33333333
22030101,535000,812750
22030201,636666.666666667,1253041.66666667
22030301,2235000,2070838.83333333
22030501,720000,840166.666666667
22030601,1803333.33333333,990533.333333333
22030701,1507916.66666667,1105083.29166667
22030801,333333.333333333,561500
22031101,1056000,1375033.33333333
22031201,250000,1026083.33333333
22031301,1113333.33333333,1320433.33333333
22031401,233333.333333333,492000
22031501,750000,1154466.66666667
22031701,1688333.33333333,852443.333333333
22031801,700000,586700
22031901,3553500,2525152.66666667
22032001,500000,1365433.33333333
22032101,1184583.33333333,1647371
22032201,1102500,1195082.33333333
22032301,808333.333333333,1730750
22032302,2634166.58333333,2183350
22032401,950000,615280.166666667
22032501,1146666.66666667,1133416.66666667
22032502,3685000,3505773.41666667
22032601,3846666.66666667,3693700.33333333
22032701,3290000,2836370
22032801,790500,2041910.33333333
22032901,2530000,3259666.66666667
22033001,NA,670000
22033101,5190000,4185973.31944444
22033102,530000,420333.333333333
22033201,737500,1378883.33333333
22033301,1195833.33333333,880944.166666667
22033401,2427250,2310387.16666667
22033501,250000,2197438.33333333
22033601,280000,584000
22033701,133333.333333333,1254804.625
22033801,140000,1378641.5
22033901,915000,1349288.75
22034001,700000,1237283.33333333
22034101,NA,3028514.83333333
22034201,6009999,10233095
22034301,7800000,7075033.33333333
22034401,872000,1350698.33333333
22034501,521666.666666667,743666.666666667
22034601,1100000,1226685.83333333
22034701,700000,1062104.25
22034801,1930000,1191000
22035001,NA,489381.833333333
22035101,600000,1325333.33333333
22035201,1245833.33333333,1267583.33333333
22035301,660000,844000
22035401,3850000,4817750
22035501,NA,628250
22035601,1200000,1489119.58333333
22035701,1600000,1018439
22035801,1350000,1299124.33333333
22035901,630000,806764.833333333
22036001,600000,541333.333333333
22036101,1620833.33333333,1016166.66666667
22036301,2802500,2462354.66666667
22036401,1025000,2282645.83333333
22036501,981666.666666667,899496
22036601,759000,624308.333333333
22036901,4846666.66666667,2084285.91666667
22037001,1891666.66666667,2436840.16666667
22037101,1616666.66666667,1712561.16666667
22037201,1011666.66666667,1227267.66666667
22037301,1050000,1563341.83333333
22037401,667666.666666667,2987450
22037501,1508333.33333333,3085679.5
22037601,560000,496162.666666667
22037701,788766.666666667,1426216.66666667
22037801,1557083.33333333,1009302
22037901,412833.333333333,758564.75
22038001,900000,2459340.66666667
22038101,550000,611061
22038301,300000,905833.333333333
22038401,444999,1929465.5
22038501,800000,1552539.54166667
22038502,120000,376000
22038601,80000,168833.333333333
22038701,600000,1314666.66666667
22038801,1269200,1436333.33333333
22039001,256666.583333333,1271256.66666667
22039101,1071200,1836500
22039201,850000,1090200
22039401,153999,1004500
22039501,590232.333333333,1980772
22039601,7000000,4245222.66666667
22039701,1358833.25,1643936.41666667
22039801,960000,1067700
22039901,3127600,1621675
22040001,8100000,5815963.16666667
22040101,500000,2494403.66666667
22040201,3312500,4747708.33333333
22040401,4464649.83333333,4206561.33333333
22040501,3850000,2278492
22040601,1931333.33333333,1924615.91666667
22040701,3055000,2544498.91666667
22040801,670000,678289.083333333
22040901,1800000,2442787.91666667
22041001,351665.666666667,1782471.33333333
22041101,2413333.33333333,902361.5
22041201,1198933.33333333,1580751.25
22041301,700000,1294950
22041401,1130000,2982239.21666667
22041501,NA,3199433.33333333
22041601,1150000,1369600
22041701,NA,2232833.33333333
22041801,1100000,1168159.16666667
22041901,550000,1949100
22042001,4552666.66666667,5006625.5
22042101,NA,734000
22042201,616933.333333333,1277175
22042301,100000,1049100
22042401,624016.666666667,985741.666666667
22042501,600000,1827669
22042601,2491666.66666667,2219352.77777778
22042701,594000,547343.666666667
22042801,1565600,1916166.66666667
22042901,1050000,2540557.91666667
22043001,60000,183218.583333333
22043101,2174000,2871416.83333333
22043201,3394833.33333333,2494208.66666667
22043301,643916.666666667,1651916.66666667
22043401,1121500,2088427
22043501,1139000,1436833.33333333
22043701,4500000,4729395.08333333
22043801,7800000,4835564
22043901,1679600,1264560.33333333
22044001,201666.5,183329.833333333
22044101,1104800,1962264.33333333
22044102,NA,240666.666666667
22044201,166666.666666667,711313
22047001,536000,546000
22047101,2020666.66666667,2569730.25
22047201,NA,614065.333333333
22048601,9372833.33333333,4031036.66666667
22050401,11200000,6723000
22059801,800000,586333.333333333
22059901,793500,1390908.33333333
22060001,500000,597183.333333333
22060101,450000,770666.666666667
22060201,1230000,978333.333333333
22060301,2708333.33333333,2118666.66666667
22063001,500000,1290193.41666667
22063101,7705000,4148333.33333333
22063201,2337166.5,2333694.25
22063301,907500,786766.666666667
22063401,1666666.66666667,2373416.66666667
22063501,2000000,4346255.66666667
22063601,1800000,2985154.33333333
22063701,4109166.66666667,3403727
22063801,2046666.66666667,2358577.33333333
22063901,4125000,2723110.66666667
22064001,923583.333333333,1753260.83333333
22064101,320000,234887.944444444
22064102,1582999.91666667,1281333.33333333
22064103,92500,657000
22064201,5462999.91666667,2393391.91666667
22064301,500000,685277.5
22064401,1016516.58333333,2117847.66666667
22064601,4492500,2719970.66666667
22064701,1004166.66666667,1732413.5
22064801,3783833.33333333,4157500
22064901,1150000,1614000
22065001,700000,1073659
22065101,60000,909316.666666667
22065102,600000,870816.666666667
22065201,450833.333333333,2268400
22065401,1200000,1665969.25
22065501,579083.333333333,1019395.83333333
22065601,574166.583333333,1392883.33333333
22065701,900000,2391052.25
22065801,7700000,5601912.33333333
22065901,1352666.66666667,1558966.66666667
22066001,2933333.33333333,2081333.33333333
22066101,1975000,2675528.66666667
22066201,2000000,2189634
22066301,1680000,1669000
22066501,125000,1902000
22066601,1328941.66666667,2199684.83333333
22066701,2166666.66666667,1845283.33333333
22066801,3636333.33333333,2836045.16666667
22066901,1462500,2569152.16666667
22067001,3669333.33333333,2609584.38888889
22067101,536000,1056400
22067201,8366666.66666667,3941404.27777778
22067301,3951000,3278315.77777778
22067401,1634000,2957910.11111111
22067501,1100000,1615717.66666667
22067601,1881666.66666667,3626995.66666667
22067701,1300000,1172089.66666667
22067801,4779166.66666667,5402739.69444444
22067901,7702666.66666667,4542002.08333333
22068001,2480000,3315672.77777778
22068101,3838333.33333333,3334643.11111111
22068201,6643500,4146433.33333333
22068301,2300000,1666551.36111111
22068401,3354333.33333333,1768803.27777778
22068601,6433333.33333333,4383034
22068701,2300000,3211740
22068801,7214333.33333333,6455350.66666667
22068901,4000000,3567372.66666667
22069001,4800000,3127335.5
22069101,1993333.33333333,1951500
22069201,3565000,3844145.77777778
22069301,3341666.66666667,2539096.86111111
22069401,790600,1103283.33333333
22069501,3000000,3391433.33333333
22069601,4400000,2438064.86111111
22069701,1700000,1697666.66666667
22070001,1000000,2520333.33333333
22070101,2969166.66666667,4692863.66666667
22070201,2250000,4029014.11111111
22070301,602266.666666667,1038487.44444444
22070401,5950000,4180664.33333333
22070501,3616666.66666667,3216966.66666667
22070701,2426666.66666667,3837555
22070801,6600000,5790475.27777778
22070901,1753142.66666667,1791336.62
22071101,5843333.33333333,2219747.5
22071301,10000000,11105458.3333333
22071401,4000000,2856186.16666667
22071501,1300000,2022213.11111111
22071701,5975000,3017081.16666667
22071801,2700000,3633380.16666667
22071901,1092000,875500
22072001,1063333.33333333,1539419.83333333
22072101,380000,476700
22072201,NA,2381566.16666667
22072301,1453333.33333333,6154205
22072401,15850166.6666667,10073585.3333333
22072501,2500000,3810225.66666667
22072601,6750000,6359811.08333333
22072701,4800000,5519269.5
22072801,4250000,7328333.33333333
22072901,4500000,4213733.33333333
22073001,166666.666666667,6578215.77777778
22073101,8700000,5541438
22073201,11471333.3333333,10561000
22073301,173333.333333333,2641008.33333333
22073401,7558333.33333333,6025291.66666667
22073501,6508333.33333333,6374083.33333333
22073601,3008333.33333333,3465866.66666667
22073701,2600000,3488000
22073801,1513333.33333333,1335006.33333333
22073901,11213333.3333333,9192149.33333333
22074001,9417000,6171666.5
22074101,3138333.33333333,2652500
22074301,1800000,3542978.33333333
22074401,1791666.66666667,1576652.16666667
22074601,800000,2120166.66666667
22074801,2201500,2750216.66666667
22074901,700000,1228083.25
22075001,300000,787202.666666667
22075101,5037933.33333333,3088390.83333333
22075301,1610000,1094750
22075401,700000,961000
22075501,611416.666666667,581575
22075701,2314166.66666667,1652333.33333333
22075801,1751266.66666667,1596416.66666667
22075901,2222500,1280338.19444444
22076001,7000000,8564231.16666667
22076101,7358333.33333333,4494077.66666667
22076201,776000,1016933.33333333
22076301,1402833.33333333,1339708.33333333
22076401,2350000,2180446.77777778
22076501,6092499.91666667,2533367.83333333
22076701,4650000,2205313.5
22076801,3893833.25,3475453.94444444
22076802,1900000,2759954.11111111
22076803,NA,1544978.66666667
22076901,5300000,4484000
22077001,13475000,4236341.33333333
22077101,11125833.25,6122664.33333333
22077201,4108333.33333333,4859957.33333333
22077301,2583333.33333333,3996790.16666667
22077401,800000,2838576.83333333
22077501,2000833.25,2493881.66666667
22077601,6791666.66666667,6998065.27777778
22077701,1495999,2401884.5
22077801,1642499.91666667,1512082
22077901,1920500,1858136.91666667
22078001,5966666.66666667,5837716.5
22078101,3501666.5,4590200
22078201,6323083.33333333,4219486
22078202,3785583.33333333,3475041.66666667
22078301,20708333.3333333,10858333.3333333
22078501,2600000,1606166.66666667
22078601,7600000,5178756.86111111
22078701,1050000,2963602.41666667
22078801,900000,686317.25
22079201,NA,7787716.5
22079301,8400000,4214000
22079401,208333.333333333,610500
22079501,2950000,5084833.33333333
22079601,2000000,3261700
22079701,2050000,2562866.66666667
22079801,200000,952102.833333333
22079802,650000,1383250
22079803,700000,791333.333333333
22079901,1327633.33333333,1672158.33333333
22080001,1540000,2031150
22080101,877708.333333333,1270558.33333333
22080201,1477500,1614616.66666667
22080301,866666.666666667,932433.333333333
22080302,760000,1146666.66666667
22080401,844000,2179250
22080501,2370333.33333333,1805665.83333333
22080601,1608500,1435566.66666667
22080701,9700000,5826500
22080801,16233333.3333333,3750503.83333333
22080901,5126666.66666667,6755604.11111111
22081101,1201666.66666667,1728850
22081201,1216666.66666667,2356238.33333333
22081202,936833.333333333,914200
22081301,1500000,3326975.45833333
22081401,750000,685383.333333333
22081501,1095000,1286041.66666667
22081601,5542500,6039585.5
22081701,700000,980263.333333333
22081801,733333.333333333,795188.333333333
22082201,2140666.66666667,975136.666666667
22082301,540000,1088316.66666667
22082401,3050000,3803452.83333333
22082501,1293480,1594000
22082601,291666.666666667,1499000
22082801,7176000,4040330.69444444
22083001,1775333.33333333,1569803.5
22083101,5448333.33333333,4159333.33333333
22083201,2083333.33333333,2101333.33333333
22083301,20176666.6666667,7093757.11111111
22083501,3273833.33333333,5473729.33333333
22083701,1354666.66666667,1433125
22083801,NA,1460209.5
22083901,1870000,2798668.16666667
22084101,3975000,3631657.52777778
22084201,1413383.33333333,2106522.33333333
22084301,500000,2030301.33333333
22084401,1300000,2013338.91666667
22084501,1570000,1783576.83333333
22084601,945000,1516733.33333333
22084701,195000,420891.333333333
22084801,1453333.33333333,1173100
22084802,1922666.66666667,1392166.66666667
22084803,1843100,1497350
22084901,900000,1003083.33333333
22084902,1181500,1534416.66666667
22085001,1771166.66666667,2035900
22085101,2110000,1481254.83333333
22085201,1195000,1990561
22085301,1171666.66666667,1710250
22085401,2300000,1191600
22085501,100000,500000
22085601,450000,1109500
22085801,NA,1377100
22085802,150000,581833.333333333
22085901,629250,966508.333333333
22086001,534000,811333.333333333
22086101,500000,1082330.66666667
22086201,600000,1670060.16666667
22086301,400000,845750
22086401,2266083.33333333,2628638
22086501,1030000,1516900
22086601,990000,977033.333333333
22086701,1301000,1287316.66666667
22086801,1861000,1411207.33333333
22086901,1056333.33333333,1724773.33333333
22087001,2393833.33333333,2939100
22087101,2089416.66666667,1480816.66666667
22087201,735000,1516053
22087301,2235000,1907556.25
22087302,200000,787916.666666667
22087401,1875766.66666667,1931550
22087501,900000,1531899
22087601,579583.333333333,1154108.33333333
22087602,2413666.66666667,2183633.33333333
22087701,620000,583226.333333333
22087801,630000,273300
22087901,540166.666666667,912640.5
22088001,1500000,261993.166666667
22088101,2689000,1709745.33333333
22088201,1197000,1723275.83333333
22088301,2968416.66666667,1211734.5
22088401,761633.333333333,1076300
22088501,580000,1275270
22088601,2291916.66666667,1338237.58333333
22088701,1100000,994454.333333333
22088801,250000,228000
22088901,985183.333333333,933250
22089001,592000,744000
22089101,250000,232973.541666667
22089201,776000,937000
22089301,900000,1296750
22089401,676416.666666667,1121000
22089501,1056000,1640070.16666667
22089601,1528916.66666667,1130320
22089701,1500000,1464681.41666667
22089801,1193000,1328000
22089901,1158000,920866.666666667
22090001,1883166.66666667,1459125
22090101,1625333.33333333,1378078.83333333
22090201,700000,946000
22090301,560000,991601
22090401,1200000,974500
22090501,450000,830616.666666667
22090601,986916.666666667,1132639.16666667
22090701,2521166.66666667,3026446
22090801,1756666.66666667,1926833.33333333
22091001,4016666.66666667,3078022.16666667
22091101,9413333.33333333,5037945.16666667
22091201,4300000,4471333.33333333
22091301,2000000,2401269.66666667
22091401,2008333.33333333,2761683.33333333
22091501,250000,639500
22091601,400000,885750
22091701,1010000,674532.166666667
22091901,750000,659912.333333333
22092001,920833.333333333,944529.833333333
22092101,972000,801342.25
22092201,450000,862641.416666667
22092301,680000,552000
22092401,964500,1113000
22092501,1287666.66666667,1215473.83333333
22092601,628000,575166.666666667
22092701,886000,879500
22092801,500000,555799.583333333
22093001,842500,976044.166666667
22093101,1900000,1562365.33333333
22093201,970000,916880
22093301,1221833.33333333,862060
22093401,615666.666666667,960000
22093501,1862333.33333333,1808375.83333333
22093601,1736000,1285745
22093801,586000,1014500
22093901,4340000,2690426.35416667
22094101,12200000,7130304.33333333
22094201,536000,2097166.66666667
22094301,2960000,3592474.75
22094401,1283333.33333333,2580666.66666667
22094501,633333.333333333,1679105.02777778
22094601,729166.666666667,1664688.36111111
22094701,6450000,3950726.66666667
22094801,5600000,3609225.75
22094901,NA,1396500
22095001,1340666.66666667,1508154.58333333
22095101,825000,1624371
22095201,3100000,2620066.66666667
22095401,5825000,3810500
22095501,1080000,2072991.75
22095601,4250000,3134516.66666667
22095701,1500000,3017449.11111111
22095801,1100000,2203300
22095901,1250000,1215450
22096001,3451720,3363288.23333333
22096101,2220000,3238787
22096102,1100000,1488650
22096201,4967666.66666667,4754262.58333333
22096301,3200000,2691218.75
22096401,1750000,1336833.33333333
22096501,2457833.33333333,1987298.66666667
22096601,1745333.33333333,1848664.66666667
22096701,1865416.66666667,2866558.5
22096801,2500000,3864249.33333333
22096901,275000,3421133.66666667
22097001,5366666.66666667,4539833.33333333
22097101,535600,1096715.44444444
22097201,5133333.33333333,5872446.16666667
22097301,1433500,1842654.66666667
22097401,2159500,2304636
22097501,11000000,6740566.66666667
22097601,1983333.33333333,2563668.5
22097701,5523324.66666667,4595146.69444444
22097801,1639333.33333333,3650313.33333333
22097901,2767833.33333333,2744627.5
22098101,2465000,5453521.66666667
22098201,4508333.33333333,2273816.77777778
22098301,3500000,4588500
22098801,250000,448000
22098802,700000,1356083.33333333
22098803,908000,655933.333333333
22098901,3044850,3208085.5
22099001,743833.333333333,1427037.33333333
22099101,3288208.33333333,1864214.66666667
22099201,2300000,2699111.33333333
22099301,909999,3070909.66666667
22099401,2033333.33333333,2459558.94444444
22099601,1000000,4668700
22099701,NA,8943353.16666667
22099801,6500000,5148592.33333333
22100701,1402033.08333333,2165166.66666667
22100801,8375000,4306000
22100901,1875316.66666667,1486674.08333333
22101001,4300000,6055301.83333333
22101501,833333.333333333,1921433.33333333
22101601,3225000,2881900
22101701,4874000,4394920
22101801,4116666.66666667,3768833.33333333
22101901,1533333.33333333,1963500
22102001,1800000,2246833.33333333
22102002,1100000,3565666.66666667
22102201,1125000,2969535.19444444
22102301,9500000,5807000
22102401,12058333.3333333,7562500
22103601,17433333.3333333,11020108
22103701,3200000,6622433.5
22103901,785000,900066.666666667
22104001,970833.333333333,1530166.66666667
22104101,400000,1307000
22104201,300000,920666.666666667
22104301,3248000,1896351.33333333
22104401,4500000,1348781.77777778
22104701,1564000,1469416.66666667
22105001,7525000,11673782
22105101,NA,1078666.66666667
22105701,600000,1107500
22105901,2162500,2111370
22106001,2937499.91666667,1658008.33333333
22106101,1144166.66666667,1474127.33333333
22106201,690000,1100000
22106301,1439166.66666667,1393084.66666667
22106401,1259666.66666667,1568775
22106501,3160999,1746514
22106601,551666.666666667,1179445.33333333
22106701,950000,1613333.33333333
22106801,1650000,2448550
22106901,880500,1122100
22107001,1859000,2008719
22107101,300000,743000
22107201,800000,1479035
22107301,1120000,1439282
22107401,1994999,2808068.83333333
22107501,1200000,2001861.27777778
22107601,1783333.33333333,2928983.33333333
22107801,1400000,1296800
22107901,1350000,932866.666666667
22108001,1700000,2069666.66666667
22108101,3700000,3631933.33333333
22108201,2332000,1509886.66666667
22108301,3870000,2162084.08333333
22108401,500000,828000
22108501,300000,812266.666666667
22108601,1000000,894900
22108701,800000,1312000
22108801,1800000,1171000
22108901,400000,754416.666666667
22109001,880000,1130333.33333333
22109101,1540000,1689416.66666667
22109201,1626400,1576770.83333333
22109301,1292500,1667966.66666667
22109401,NA,1826900
22109501,1154666.66666667,1667583.33333333
22109601,880000,1084666.66666667
22109701,3135000,3452754
22109901,535000,527783.333333333
22110001,1167083.33333333,3491698.44444444
22110101,1396666.66666667,1422266.66666667
22110201,823333.333333333,1571666.66666667
22110202,400000,1170733.33333333
22110301,1389666.33333333,1734214.33333333
22110501,NA,2135083.33333333
22110601,3500000,2152160.75
22110701,1300000,1931212
22110801,534000,930129.444444444
22112201,950000,1984983.66666667
22112301,2225000,3492898.66666667
22112401,2000000,2088470
22112501,3700000,3477100
22112601,2050333.33333333,2102994.61111111
22112701,2801583.33333333,3014360.75
22112801,3980500,2827447.66666667
22113001,2170000,3583134.11111111
22113101,2200000,2592922.66666667
22113201,1787000,2171496.58333333
22113301,3014500,4080676.66666667
22113401,3800000,3271133.33333333
22113501,1759166.66666667,1846425.91666667
22113601,9000000,4914819.16666667
22113701,17500000,6031448
22113801,7000000,5123001.83333333
22114001,3533333.33333333,3855967.83333333
22114101,1625000,2613150
22114201,3000000,3306300
22114301,7000000,5214633.33333333
22114401,800000,2490728
22114801,534266.5,1584775
22114901,2160899.83333333,2016620.83333333
22115001,3576983.33333333,3668507.77777778
22115101,300000,588000
22115201,2400000,2783866.66666667
22115301,1150000,2756269
22115401,1092600,1574000
22115501,3750566.66666667,2833739.11111111
22116101,6450000,5865500
22116201,4264832.33333333,2080755.44444444
22116401,5183333.33333333,4085833.33333333
22116601,4100000,2678625
22116701,5737166.66666667,4403036.66666667
22116801,2061333.33333333,2099564.61111111
22116901,2753833.33333333,3918812.33333333
22117001,1800000,1680071.16666667
22117101,1950000,3319686.66666667
22117201,30400000,554223.166666667
22117301,3427500,3157429.44444444
22117401,1632633.33333333,2613786.25
22117601,NA,650012.333333333
22117701,3300000,2606379.5
22118801,2133333.33333333,1414564.72222222
22118901,4616666.66666667,6946316.66666667
22119001,3908333.33333333,3989720.41666667
22119101,1365066.5,1533064.08333333
22119201,2200000,1917166.66666667
22119301,2571733.33333333,2998510
22119401,2766666.66666667,1482229
22119501,906666.666666667,657911.666666667
22119601,2816666.66666667,3323612
22119801,3400000,3926387
22119901,730000,2058505
22120001,1760333.33333333,1860294.44444444
22120101,3500000,2519327.77777778
22120301,2549666.66666667,1699548.08333333
22120401,259999,717000
22120501,1335600,1705470.33333333
22120601,1085600,1204850
22120701,3043666.66666667,3859966.66666667
22120801,1035600,1544616.66666667
22120901,1094200,2135354.16666667
22121001,500000,1711865.77777778
22121101,1100000,1157907.61111111
22121201,1800000,2312994.77777778
22121301,2054166.66666667,2722099.16666667
22121401,2035600,1820014.33333333
22121601,6661666.66666667,4940824.36111111
22121701,3440833.33333333,2024789.33333333
22121801,1416833.33333333,1926051.66666667
22121901,516666.666666667,693277
22122001,1835000,2862434.66666667
22122101,694166.666666667,1801631.66666667
22122102,1426166.66666667,1049888.33333333
22122201,2078000,1935021
22122301,578000,1119990.33333333
22122401,870000,2866013.33333333
22122501,550000,519529.583333333
22122601,616666.666666667,1572267.19444444
22122701,1926833.33333333,5163458.33333333
22122801,308333.333333333,689496.333333333
22122901,756666.666666667,1105396.66666667
22123001,3370000,1404284.16666667
22123101,1554166.66666667,1240883.33333333
22123201,NA,780583.333333333
22123301,2415366.66666667,3266595.66666667
22123401,1982166.66666667,1566250
22123501,1250000,2083066.66666667
22123601,2859666.66666667,4876366.66666667
22123701,3031066.66666667,1912429.33333333
22123801,3166000,3844150
22123901,4434166.66666667,2332274.16666667
22124001,800000,1426194.11111111
22124101,400000,1228966.66666667
22124201,4490000,3502404.44444444
22124301,3115000,2461038.25
22124401,200000,1583333.33333333
22124501,3515000,2516900
22124601,1800000,1755933.33333333
22124701,3408333.33333333,4325444
22124801,1273553,2430485.625
22124901,2000000,1483033.33333333
22125001,4378333.33333333,4186830
22125101,4444326.16666667,3594947.22666667
22125201,1550000,1415966.75
22125301,3266666.66666667,3192768.11111111
22125401,3075000,2496641.69444444
22125501,879750,1074935.86111111
22125601,1861000,1965608.66666667
22125701,1104166.66666667,2424165.75
22125801,2764000,2880721.66666667
22125901,2406500,2556508.33333333
22126101,535000,1638250
22126201,400000,1776788
22126301,4008333.33333333,3077693.16666667
22126401,1400000,1746524.5
22126501,3457666.66666667,2004018.33333333
22126601,700000,849833.333333333
22126801,1540666.66666667,1304084.16666667
22127001,2142666.66666667,2239262.75
22127101,2571166.66666667,2508374
22127201,2666666.66666667,2430833.33333333
22127301,21348000,1364395
22127401,2020000,2532758.33333333
22127501,1000000,1199666.66666667
22127601,NA,386500
22127701,130000,786100
22127801,1646500,1261516.66666667
22127901,600000,559416.666666667
22128001,1474000,1753366.66666667
22128101,643000,1350744.16666667
22128201,1000000,1369833.33333333
22128301,1794500,4199061.66666667
22128401,2550000,2307119.08333333
22128501,2666666.66666667,2745300
22128601,1309999,2849382.91666667
22128701,2130000,2737437.91666667
22128801,2500000,1789000
22128901,1000000,813546.666666667
22129001,200000,1332833.33333333
22129101,1733333.33333333,2196473.61111111
22129201,2838666.66666667,3124912.27777778
22129301,2494166.66666667,3514733.33333333
22129401,4834833.33333333,4909247.19444444
22129501,791666.666666667,3373528.66666667
22129601,600833.25,1087122.61111111
22129701,4000000,3789182.94444444
22129801,1967999.91666667,2167253
22129901,4118749.91666667,4865779.11111111
22130001,626250,1496031
22130101,1657498.91666667,3574208.33333333
22130201,66333,1689496
22130301,3500000,5518264.69444444
22130401,4340500,1994855.41666667
22130501,3418833.33333333,3023492.11111111
22130601,4325833.25,6949614.44444444
22130701,1590000,3155575.27777778
22130801,2900000,2193866.27777778
22130901,4701666.5,2694914.19444444
22131001,1153333.33333333,1809816.66666667
22131101,1449726.66666667,2510892.5
22131301,1322833.33333333,959558.509259259
22131401,NA,292000
22131501,1406533.33333333,1000700
22131601,800000,795033.333333333
22131701,1966866.66666667,3640826
22131801,1300000,2384042.33333333
22131901,NA,516286
22132001,1514716.66666667,980673
22132101,1655466.66666667,2133285.875
22132201,3574333.33333333,5873405.94444444
22132301,9083333.33333333,6321803.5
22132401,1294166.66666667,2245653
22132501,6490000,3752457.77777778
22132601,1012416.66666667,2107428.66666667
22132701,13647666.6666667,3317300
22132702,8064333.33333333,1441305
22132801,NA,1168000
22132901,14260666.5,8169561.77777778
22133001,1095000,7906897.16666667
22133101,4468000,5557550
22133201,5736666.66666667,5606689.44444444
22133301,3300000,3919716.66666667
22133401,5510000,4552976.44444444
22133501,2578333.33333333,2907368.33333333
22133601,4898333.25,6193650
22133701,2791666.66666667,3123050
22133801,3083333.33333333,1964284.11111111
22133901,2222000,1740504.61111111
22134001,2866666.66666667,5019166.66666667
22134101,3400000,3088654.94444444
22134201,1328516.66666667,6233719.61111111
22134301,1690750,3038899.94444444
22134401,2292916.66666667,2260070.13888889
22134402,165000,708208.333333333
22134403,815000,676333.333333333
22134501,2626833.33333333,4262902.69444444
22134601,2414999.91666667,1813381.94444444
22134701,3966666.66666667,4316695.44444444
22134801,6396666.66666667,4285549.11111111
22134901,2972500,3544063.11111111
22135001,5326899.91666667,7766513.36111111
22135101,3500000,4250697.27777778
22135201,4570333.33333333,3871032.11111111
22135301,410000,600700
22135302,850000,1027966.66666667
22135401,1750000,6324166.66666667
22135501,552666.666666667,1118399.375
22135601,753000,2234966.66666667
22135701,1066666.66666667,1146929
22135801,1541666.66666667,2491402
22135901,796000,698988.583333333
22136001,1591666.66666667,2039244.16666667
22136101,820000,2330766.66666667
22136201,1830333.33333333,1633586.66666667
22136301,700000,876083.333333333
22136401,2430000,1101500
22136501,1150000,1147528.66666667
22136601,880000,1516416.66666667
22136701,500000,919124.666666667
22136801,850000,847950
22137001,133333.333333333,6191214.94444444
22137101,2508333.33333333,3443339.61111111
22137201,5342500,13064148.4166667
22137301,1965000,3107792.52777778
22137401,11836333.3333333,4224053.66666667
22137501,3637666.66666667,4163782.08333333
22137601,10285250,6244186.66666667
22137701,3000000,3924608.66666667
22137801,820333,2899953.66666667
22137901,13219000,5380032.94444444
22138001,6041666.66666667,3771973.11111111
22138101,2126700,1401134.16666667
22138301,1125316.66666667,1488677.33333333
22138401,1010000,810000
22138501,730000,727666.666666667
22138601,2280000,1906266.66666667
22138701,1267499.91666667,2595572.66666667
22138801,853083.25,904600
22138901,989166.666666667,754833.333333333
22139001,1032000,752666.666666667
22139101,1500000,1111500
22139201,1370000,686333.333333333
22139301,1000000,852166.666666667
22139401,700000,689166.666666667
22139501,623499.833333333,1023829.33333333
22139601,980000,1300750
22139701,319998,2338666.66666667
22139801,372499.916666667,845750.083333333
22139901,1056250,957200
22140001,360000,2143833.33333333
22140101,1110000,1297050
22140201,611666.666666667,957283.333333333
22140301,1913333.16666667,1405833.33333333
22140401,550000,641750
22140501,3188333.33333333,1879166.66666667
22140601,2430000,1453933.33333333
22140701,1400333,2304639.66666667
22140801,1713083.33333333,1490320.33333333
22140901,5650000,3176042.66666667
22141001,50000,2024566.04166667
22141101,1080000,1375083.33333333
22141201,66666.6666666667,126000
22141301,300000,373000
22141401,756000,1082333.33333333
22141501,790833.333333333,1388179.41666667
22141601,800000,952333.333333333
22141701,NA,336833.333333333
22141801,1725000,1674616.66666667
22141901,916666.666666667,1415016.66666667
22142001,1743833.33333333,1545255.66666667
22142101,500000,733155
22142102,790000,1559626.91666667
22142103,643833.333333333,953608.333333333
22142201,1405833.33333333,3778222.66666667
22142301,1871666.66666667,2280100
