directorio_hog,ingreso,gasto
22936401,3615483.33333333,2928391.33333333
22936501,1583333.33333333,3529157.55555556
22936601,3250000,4583747
22936602,2666666.66666667,2921950
22936701,1100000,3398168.66666667
22936801,3542899,4159955.08333333
22936901,3434166.66666667,2805298.19444444
22937101,3037500,2120208.66666667
22937201,1380000,1824286.83333333
22937401,2040000,3538872.33333333
22937501,539000,790333.333333333
22937701,850000,899499
22937801,490000,1000714.58333333
22937901,360000,743000
22937902,66666.6666666667,562666.666666667
22937903,1096000,605100
22940401,2200000,1947666.66666667
22940701,541666.666666667,1272996.27777778
22940801,2500000,1420000
22940901,120000,717416.666666667
22941001,838250,1105550
22941101,1535000,1193736.66666667
22941201,936000,1328236.66666667
22941301,536000,774795
22941401,1230533.33333333,770500
22941701,2860000,2467511.66666667
22943501,2168000,1929805.11111111
22943801,3300000,4068741.33333333
22948501,1300500,1051566.66666667
22948601,626666.666666667,1249808.33333333
22948701,835000,1002866.66666667
22948801,1957000,1808198.66666667
22948901,6800000,9789433.33333333
22949001,952500,1309433.33333333
22949101,996666.666666667,774337.5
22949201,2262500,2059700.83333333
22949301,300000,576616
22949401,1880000,1822018.5
22949501,698750,1717475
22949601,1735833.33333333,1333930.33333333
22949701,1452000,1235083.33333333
22949801,2625833.33333333,2479381.5
22949901,500000,3093623.83333333
22950001,573333.333333333,716750
22950101,3095000,2169036.5
22950201,300000,1005000
22950301,998000,1083033.33333333
22950401,1136416.66666667,1432300
22950501,510000,654500
22950601,1075000,2347056.33333333
22950701,2051000,2157557.66666667
22950801,3206666.66666667,2856233.33333333
22950901,NA,1266000
22951001,1828333.33333333,904276.166666667
22951101,750000,820850
22951201,900000,1419333.33333333
22951301,4500000,2724000
22951401,NA,2003166.66666667
22951501,500000,652000
22951601,750000,873000
22951701,1500000,1749071.66666667
22951801,8362500,7645145.94444444
22951901,3850000,2458516.66666667
22952001,900000,1070050
22952101,8000000,7163983
22952201,633333.333333333,1307717
22952301,2000000,2627207.08333333
22952401,800000,1786500
22952501,4000000,4818800
22952601,3002833.33333333,2954907.94444444
22952701,3400000,3552293.33333333
22952801,4100000,5706463.33333333
22952901,1451366.66666667,1218600
22953001,1001666.5,3194924.5
22953101,5748000,6715668.5
22953201,9371666.66666667,4154166.66666667
22953301,820000,1855100
22953401,500000,424400
22953501,14946666.6666667,7877066.66666667
22953601,5179666.66666667,5389550
22953701,2805166.66666667,3849703.625
22953801,1150333.33333333,1507127.66666667
22953901,558333.333333333,1933366.66666667
22954001,2000000,4235815.77777778
22954101,2760666.66666667,3527213.61111111
22954201,908333.333333333,2310258.33333333
22954301,3945000,5634575.11111111
22954401,15502166.6666667,8189353.11111111
22954501,4511833.33333333,4307925.625
22954601,1650000,1346384.27777778
22954701,1500000,2524378.77777778
22954801,2138566.66666667,2582060
22954901,933333.333333333,1268374.16666667
22954902,1566666.66666667,1086666.66666667
22955001,1409333.33333333,1181375
22955201,500000,455000
22955301,1299166.66666667,1628000
22955401,6754166.66666667,4183092.69444444
22955501,4350000,3620516.66666667
22955601,2089166.66666667,1407416.66666667
22955701,9816666.66666667,7460173.66666667
22956001,1400000,1537476.66666667
22956101,1870000,3069194.91666667
22956301,2656466.66666667,1325357.83333333
22956601,2100000,2863733.33333333
22956701,2526666.66666667,1929428.66666667
22956801,4954833.16666667,4436838.11111111
22957001,850000,1933339.27777778
22957101,550000,1153688.83333333
22957201,2100000,1516219.33333333
22957301,700000,1727604.16666667
22957401,2150000,2481466.66666667
22957601,3110000,3111848.5
22957701,900000,711500
22957801,11666666.6666667,6941645
22957901,1020333.33333333,2020845
22958001,69999,578500
22958201,1756333.33333333,2995426.5
22958301,1200000,1915100
22958401,4391166.66666667,3289420.54166667
22958501,3252083.33333333,3140910
22958601,4556833.33333333,3880887
22958701,2491666.66666667,2291279.94444444
22958801,1125000,1683208.33333333
22958901,4373333.33333333,1993466.66666667
22959001,6633333.33333333,3396200
22959101,2252666.66666667,2322679.88888889
22959102,400000,658000
22959103,1000000,1753900
22959201,2250416.66666667,1478500
22959301,2500000,4626033.61111111
22959401,2483333.33333333,4322610.94444444
22959501,4532991.66666667,2912474.94444444
22959601,3600000,2343425.44444444
22959701,13047500,9396360.66666667
22959801,850000,2783800
22959901,4679083.33333333,2677580.11111111
22960001,5400000,4128000
22960101,2000000,2628733.33333333
22960201,1660000,2870644.66666667
22960301,3795200,3839688.44444444
22960401,616666.666666667,1398500
22960501,1777916.66666667,975775
22960601,290000,591000
22960701,753000,1246375
22960801,729583.333333333,1610342.11111111
22960901,2688000,3561164.11111111
22961001,400000,909466.666666667
22961101,1300000,1868500
22961102,1083333.33333333,1500566.66666667
22961201,860000,740500
22961401,1009999,5406900
22961501,3595141.66666667,5749944.33333333
22961601,6766666.66666667,4571016.66666667
22961701,2896600,2644807.69444444
22961801,3000000,2704636.875
22961901,535000,602998.65
22962001,NA,2735322
22962101,1210000,2692169.02777778
22962201,8684333.33333333,6549748.83333333
22962301,1637500,1862733.33333333
22962401,4583333.33333333,4352034.69444444
22962501,3966666.66666667,4473772.29166667
22962601,800000,968666.666666667
22962701,1000000,2095500
22962801,1121933.33333333,1530933.33333333
22962901,2232833.33333333,2546798.75
22963001,3688000,4689483.33333333
22963101,743333.333333333,1243775
22963201,4280833.33333333,4133898.36111111
22963301,500000,903000
22963401,1072916.66666667,1421674.86111111
22963501,1313166.66666667,1171883.44444444
22963601,600000,3403883.41666667
22963701,1393000,1545299.5
22963801,3700000,4488901.83333333
22963901,1320000,2970690.11111111
22964001,2760000,2760783.77777778
22964101,5204166.66666667,3573943.44444444
22964201,1220000,3782462.44444444
22964301,3754166.66666667,2247766.66666667
22964401,NA,1192400
22964501,5778333.33333333,2951499
22964601,1559166.58333333,2256792.44444444
22964701,2918416.66666667,3055241.27777778
22964801,2598500,2489691
22964901,3700000,3121066.66666667
22965001,3172500,2333616.66666667
22965101,6900000,2946262.61111111
22965201,2366666.66666667,5191068.11111111
22965301,1851666.66666667,2229958.33333333
22965401,7000000,4899338.61111111
22965501,976833.25,1605086.66666667
22965701,700000,1737366.66666667
22965801,1700000,1670566.66666667
22965901,1525000,1480854.94444444
22966001,1455166.66666667,1112012.66666667
22966101,1400000,1102900
22966201,5125000,4525235.16666667
22966401,2508333.33333333,3177787.33333333
22966501,1613833.33333333,1136667.66666667
22966601,1200000,1792346.66666667
22966901,9811791.66666667,3743890.66666667
22967001,936833.333333333,1212666.66666667
22967101,2374166.66666667,1685950
22967201,1059583.33333333,1055475
22967301,500000,664700
22967401,18122000,4515898.25
22967501,4400000,4528620.33333333
22967601,795000,1253000
22967701,NA,697466.666666667
22967801,1345833.33333333,1318666.66666667
22967901,2255000,821450
22968001,2259000,2606675.16666667
22968101,1941833.33333333,1912244.75
22968201,2200000,4764333.33333333
22968301,2605000,3465596.75
22968401,682666.666666667,1257352.8125
22968501,1978333.33333333,1431833.33333333
22968601,3511666.66666667,2502245.77777778
22968701,1210000,1698266.66666667
22968801,2223333.33333333,2599133.33333333
22968901,2200000,2332699.77777778
22969001,1714166.66666667,1456219.33333333
22969101,625000,1331433.33333333
22969201,19408333.3333333,9815541
22969301,7305222.58333333,3967134.42444444
22969401,708833.333333333,907900
22969501,1561666.66666667,1199983.33333333
22969601,4973858.75,4225742.66666667
22969701,2842333.33333333,4550538
22969801,7174166.66666667,6927000
22969901,6138333.33333333,2694042.61111111
22970001,4285200,3990939.77777778
22970101,3605000,9789676.33333333
22970201,1727600,1842075
22970301,1058333.33333333,1574765.69444444
22970401,3298333.33333333,4448404.11111111
22970501,500000,1233464.08333333
22970601,5238333.33333333,4848248.77777778
22970701,3898333.33333333,2860606.41666667
22970801,500000,894666.666666667
22970901,2014750,3164576.83333333
22971001,1498800,3128250.16666667
22971101,1256666.66666667,2095166.66666667
22971201,1200000,4430900
22971301,5500000,5626233.33333333
22971401,1173333.33333333,1966700
22971501,6945333.33333333,5964451.66666667
22971601,614916.666666667,942375
22971602,682333.333333333,841341.666666667
22971701,1565000,2276862.33333333
22971801,831666.666666667,652666.666666667
22971802,NA,342900
22972001,800000,761796
22972002,1248000,1302175
22972003,1500000,2025566.66666667
22972101,4458333.33333333,3626666.66666667
22972301,1150000,1376770
22972401,590232.333333333,995855.291666667
22972501,737933.25,1010974.08333333
22972502,1485933.25,2144120
22972601,1840133.33333333,1736946.33333333
22972701,850000,1847608.41666667
22972801,2403500,3786696.66666667
22972901,2036666.66666667,3663333.33333333
22973101,200000,2231500
22973201,835000,746583.333333333
22973301,4683333.33333333,2863652.66666667
22973401,8260500,3958831.41666667
22973501,3883333.33333333,1362578.52777778
22973502,1500000,877133.333333333
22973503,564166.666666667,822000
22973601,1470833.33333333,2434662.19444444
22973701,2855833.33333333,3179933.33333333
22973801,1531666.66666667,1717224.33333333
22973901,2588500,1550750
22974001,4533166.58333333,1607577.25
22974101,927833.333333333,1178200
22974201,5203000,4993813.69444444
22974301,1915333.33333333,1432335
22974401,3430000,3369410.66666667
22974501,1917666.66666667,3382133.33333333
22974601,2376500,2267435.52777778
22974701,6475000,3123370.11111111
22974801,4961666.66666667,4413195.41666667
22974901,3371333.33333333,2941274.27777778
22975001,2595800,3602382
22975101,1768000,1710041.66666667
22975201,2150000,1624343
22975301,2998000,2718637.75
22975401,2712500,2036449.5
22975501,1391350,1807878.66666667
22975601,1261000,1547158.33333333
22975701,2910000,3164658.33333333
22975702,400000,852215.875
22975901,2809683.33333333,2993466.66666667
22976001,8705600,5428550.58333333
22976101,1960000,3548582
22976201,666666.666666667,421750.583333333
22976301,1000000,1002598.33333333
22976401,3433395.33333333,2554284.375
22976501,2811600,2505085.58333333
22976601,1179083.33333333,2408752.77777778
22976701,830000,1604916.66666667
22976801,3595500,3547679.5
22976901,3159166.66666667,1699662.41666667
22977101,5699000,3119140.33333333
22977201,1350000,1432801.41666667
22977301,2632083.33333333,2552829.16666667
22977401,1496666.66666667,1725261.33333333
22977501,1500000,1498500
22977601,4837500,4024494.75
22977701,3850000,2126479.33333333
22977801,1603183.33333333,1148527.5
22977901,1348600,837416.666666667
22978001,1664016.66666667,986760
22978101,475000,1622533.33333333
22978201,2608933.33333333,2218683.33333333
22978301,1953800,1357283.33333333
22978401,2673833.33333333,1805518.33333333
22978501,2401066.66666667,3724181
22978601,550000,586349.083333333
22978801,2869333.33333333,2489827.25
22978901,5027000,2513383.33333333
22979001,5127500,3421563.77777778
22979101,1745833.33333333,1530903.11111111
22979201,900000,1234166.66666667
22979301,2200000,2313566.66666667
22979401,1541666.66666667,1487603.16666667
22979601,508333.333333333,1316563
22979901,4374333.33333333,4817850
22980201,900000,1540650
22980301,1243000,1087882.83333333
22980401,875000,1257500
22980501,1286833.33333333,1335116.66666667
22980601,500000,820166.666666667
22980701,1275000,1858821.66666667
22980801,821333.333333333,841166.666666667
22980901,1751166.66666667,1154636.66666667
22981001,1950000,2078066.66666667
22981101,947500,841433.333333333
22981201,100000,1050600
22981301,520000,355473.75
22981401,758333.333333333,1525833.33333333
22981501,1250666.66666667,860820
22981601,6400000,3183700
22981701,681333.333333333,975500
22981801,1050000,770666.666666667
22981901,1934516.66666667,1081936.20833333
22982001,1545000,960581.666666667
22982101,2704166.66666667,2610748.83333333
22982201,900000,779526.833333333
22982301,1673800,1434616.66666667
22982501,1100000,1094491.41666667
22982601,680750,987716.666666667
22982701,950000,700980.166666667
22982801,1943583.33333333,1080700
22982901,1235000,1158791.66666667
22983001,1733333.33333333,1314538.5
22983101,1821583.33333333,992833.333333333
22983201,747000,944273.75
22983301,1389333.33333333,1909798
22983401,1380100,1417116.66666667
22983501,1239166.66666667,1793000
22983601,760000,2008666.66666667
22983701,550000,960666.666666667
22983801,NA,516666.666666667
22983901,230000,450000
22984001,NA,389333.333333333
22984101,8007500,4983504.75
22984201,898600,920283.333333333
22984301,728433.333333333,1592633.33333333
22984401,1286683.33333333,812583.333333333
22984501,955500,1100900
22984601,730000,1251333.33333333
22984701,800000,2053833.33333333
22984901,600000,1963666.66666667
22985001,125000,337500
22985101,510000,646766.666666667
22985201,666266.666666667,1253016.66666667
22985301,560000,637166.666666667
22985401,774833.333333333,476350
22985501,798600,568783.333333333
22985701,NA,301133.333333333
22985801,1093000,933750
22985901,1308333.33333333,1546666.66666667
22986101,700000,1183500
22986201,1239333.33333333,1529275
22986301,NA,1359041.66666667
22986401,888333.333333333,839583.333333333
22986501,410000,660000
22986601,212666.666666667,659555
22986701,11900000,8954833.33333333
22986801,650000,670033.333333333
22986901,9600000,5159633.33333333
22987001,13442499.9166667,9307869.66666667
22987101,900000,1548043
22987201,9372833.33333333,4035763
22987301,5950000,5251830.33333333
22987401,310000,922557.375
22987402,665000,529008.333333333
22987501,933333.333333333,1022583.33333333
22987601,3300000,2779165.66666667
22987701,3030000,2232527
22987801,5125000,3197281.36111111
22987901,4120000,5626819.66666667
22988001,1066500,647250
22988101,1600000,3099646.66666667
22988201,2000000,3394166.66666667
22988301,4625000,2091733.33333333
22988401,400000,3121400
22988501,3000000,4692000
22988601,7933333.33333333,4345675.91666667
22988701,9904499.91666667,5116958.33333333
22988801,14925000,7833044.5
22988901,4043333.33333333,3580010.16666667
22988902,2880000,2543500
22989001,11200000,6723000
22989101,2041333.33333333,1883466.33333333
22989201,9895000,2485765.02777778
22989301,3000000,4227004.83333333
22989401,4910000,6403166.66666667
22989501,450000,1387633.33333333
22989601,712500,1325000
22989701,120000,218000
22989801,2131666.66666667,1195483.33333333
22989901,NA,789479.666666667
22990001,1980000,2837900
22990101,3200000,2278000
22990201,2000000,2913306
22990301,3300000,2727733.33333333
22990401,3041666.66666667,3060000
22990501,1200000,1955000
22990601,1470000,3393916.66666667
22990701,9500000,6722000
22990801,17883333.3333333,12329500
22990901,1600000,3095108.41666667
22991001,800000,1122000
22991201,3050000,2448900
22991301,700000,1988781.58333333
22991401,6808333.33333333,4050166.66666667
22991501,6550000,3542666.66666667
22991901,1100000,1289990.83333333
22992001,9183333.33333333,3858133.33333333
22992101,4300000,3716640.41666667
22992201,17900000,7568334.66666667
